Content,Likes,Retweets,Replies,Quotes,Views,Labels,cleaned_sentence,encoded_labels
@Safaricom_Care @Kibet_bull @Jacksonnyakoe @Getrude0011 @puntoh_98 @Vinniewilsons @Evanmemba @Macosta2547 @DeejayOne254 @ital_joy @kalleh_kk Hello @safaricom care....I have an issue with my safaricom line inasema emergency call only na nikizima niwashe naweka pin vizuri but mtu akinipigia inasema not in service...shida inaweza kua nini,0,0,2,0,100,Network reliability problem,SafaricomCare Kibetbull Jacksonnyakoe Getrude0011 puntoh98 Vinniewilsons Evanmemba Macosta2547 DeejayOne254 italjoy kallehkk Hello safaricom careI have an issue with my safaricom line inasema emergency call only na nikizima niwashe naweka pin vizuri but mtu akinipigia inasema not in serviceshida inaweza kua nini,5
"@SafaricomPLC Hey @safaricom,  which random algorithm do you use?  You say the more you transact the higher your chances of winning.  Convince  me how the algorithm picked a security guard (with all due respect ) and how many points did he have",0,0,0,0,0,MPESA complaint,SafaricomPLC Hey safaricom which random algorithm do you use You say the more you transact the higher your chances of winning Convince me how the algorithm picked a security guard with all due respect and how many points did he have,4
@SafaricomPLC @Safaricom refund my data,0,0,0,0,9,Internet or airtime bundle complaint,SafaricomPLC Safaricom refund my data,3
@mucheru_felix @safaricom Ukweli,0,0,0,0,19,Neutral,mucherufelix safaricom Ukweli,6
@eMobilis @safaricom Great wort @emobilis. Building talents among the young ones. Keep it up and Continue mentoring them,0,1,1,0,27,Neutral,eMobilis safaricom Great wort emobilis Building talents among the young ones Keep it up and Continue mentoring them,6
"@Safaricom_Care @safaricom care,#tumetoka mbali @Alexand69552990 
@254Wambugu  kujeni😅😅😅",1,0,0,0,0,Neutral,SafaricomCare safaricom caretumetoka mbali Alexand69552990 254Wambugu kujeni,6
@amenya_nelson @safaricom  we see you.....,0,0,0,0,71,Neutral,amenyanelson safaricom we see you,6
@_lennoxomondi @AIRTEL_KE Fuck @safaricom,0,0,0,0,16,Hate Speech,lennoxomondi AIRTELKE Fuck safaricom,2
"@Safaricom_Care &gt;Simple in that it's  all easy to communicate with @Safaricom_Care
&gt;Transparent  in how you deliver to us. We as @safaricom customers are able to access all the services with ease. 
&gt;Honest  in that we @safaricom customers acquire what we subscribe to in full. 
#SafaricomForYou",2,2,0,0,0,Neutral,SafaricomCare gtSimple in that it is all easy to communicate with SafaricomCare gtTransparent in how you deliver to us We as safaricom customers are able to access all the services with ease gtHonest in that we safaricom customers acquire what we subscribe to in full SafaricomForYou,6
All girls in Kenya doing form 4 and class 8 exams (over 800k) will be getting free sanitary pads courtesy of the Ministry of Education and @safaricom @EduMinKenya #transforminglives #mpesa #safaricom https://t.co/ce22XhzS01,44,15,5,1,0,Neutral,All girls in Kenya doing form 4 and class 8 exams over 800k will be getting free sanitary pads courtesy of the Ministry of Education and safaricom EduMinKenya transforminglives mpesa safaricom,6
@nicholzyl @safaricom They told me that they will reverse my money after I paid excess amount to a paybill. After a whole month of following they finally told me to contact the place I paid that money 😏,1,0,0,0,32,Customer care complaint,nicholzyl safaricom They told me that they will reverse my money after I paid excess amount to a paybill After a whole month of following they finally told me to contact the place I paid that money,0
@Its_Annee @safaricom unatumia nini bbg,0,0,0,0,39,Neutral,ItsAnnee safaricom unatumia nini bbg,6
@Safaricom_Care @michaelj2 Im in the UK roaming on my @Safaricom line and I have had to use my UK number to expensively try and get thru to customer care (as its blocked on my safaricom line)!! The cost is undoubtedly going to be crazy! All I want is a refund or assitance on my failed transfer! #safaricom,0,0,2,0,0,Customer care complaint,SafaricomCare michaelj2 Im in the UK roaming on my Safaricom line and I have had to use my UK number to expensively try and get thru to customer care as its blocked on my safaricom line The cost is undoubtedly going to be crazy All I want is a refund or assitance on my failed transfer safaricom,0
@mtnug @Airtel_Ug @equityug😞 you gotta should consider providing ugandands with a way to work PayPal cash to mobile money and bank açountsike your colleagues @safaricom and @equityke... No single company in Uganda has tried this WHY😭,2,0,1,1,0,Neutral,mtnug AirtelUg equityug you gotta should consider providing ugandands with a way to work PayPal cash to mobile money and bank aountsike your colleagues safaricom and equityke No single company in Uganda has tried this WHY,6
The relief I find most ridiculous and annoying is that of @Safaricom credit card.. mockery to Kenyans #MondayReport,0,0,0,0,0,Customer care complaint,The relief I find most ridiculous and annoying is that of Safaricom credit card mockery to Kenyans MondayReport,0
@safaricom 1 gb for my birthday ?,0,0,0,0,7,Neutral,safaricom 1 gb for my birthday,6
@ledamalekina @safaricom Why lament on Twitter. Man please,0,0,0,0,0,Neutral,ledamalekina safaricom Why lament on Twitter Man please,6
@TshepoTabane @Vodacom @safaricom It's a pleasure.,1,0,1,0,0,Neutral,TshepoTabane Vodacom safaricom it is a pleasure,6
@_sos_kibe @safaricom tutawafinya,0,0,0,0,0,Hate Speech,soskibe safaricom tutawafinya,2
"@Safaricom_Care Hello @safaricom, my issue from Wednesday mmekataa kusaidia🥲",0,0,0,0,18,Customer care complaint,SafaricomCare Hello safaricom my issue from Wednesday mmekataa kusaidia,0
"https://t.co/05GgQmy8SD
@Safaricom https://t.co/stGxBYFFjg",0,0,0,0,0,Neutral,Safaricom,6
"@ntvkenya Mahoha lives in Uganda,He is Only here for Midterm Vacation,How Can this Pro Fail not to know What @safaricom And the Mother Product @Mpesafoundation is doing towards education in Kenya?, Pumbaf",0,0,0,0,0,Hate Speech,ntvkenya Mahoha lives in UgandaHe is Only here for Midterm VacationHow Can this Pro Fail not to know What safaricom And the Mother Product Mpesafoundation is doing towards education in Kenya Pumbaf,2
"Good morning @javahouseafrica how many GB for a full English breakfast? 
cc @safaricom",0,0,0,0,103,Neutral,Good morning javahouseafrica how many GB for a full English breakfast cc safaricom,6
@Don_Pierre_K @Safaricom_Care @safaricom Ata mimi buana,0,0,1,0,203,Neutral,DonPierreK SafaricomCare safaricom Ata mimi buana,6
@AtwoliiYa @safaricom.,0,0,0,0,11,Neutral,AtwoliiYa safaricom,6
"@Safaricom_Care @Safaricom care, hv u rectified  my till number  default",0,0,1,0,0,Customer care complaint,SafaricomCare Safaricom care hv u rectified my till number default,0
@ledamalekina @safaricom They paid $1.8bn.half went to the cartels,0,0,0,0,0,Hate Speech,ledamalekina safaricom They paid 18bnhalf went to the cartels,2
"@timz_owen @safaricom This is just so wrong 
Si this billionaires should consider paying fees so that other companies can emulate",2,0,1,0,0,Neutral,timzowen safaricom This is just so wrong Si this billionaires should consider paying fees so that other companies can emulate,6
@MartinKN_ @safaricom @zuku @faiba HAve you seen some of the speeds guys are getting and some of which even cheeper than what I am paying for my 30MBps,0,0,0,0,0,Internet or airtime bundle complaint,MartinKN safaricom zuku faiba HAve you seen some of the speeds guys are getting and some of which even cheeper than what I am paying for my 30MBps,3
"Pillars of @embrace_ke
-Reach out to everyone 
-Engage through partnership @DiscoverJKUAT @Safaricom 
-Discuss issues of food security involving women who offers most labour in the farms 
@NGAAF_KE @KTNKenya @PeterMunya @AnneWaiguru @mamangilu @Rachelshebesh 
#EmbraceInJKUAT",2,1,0,1,0,Neutral,Pillars of embraceke Reach out to everyone Engage through partnership DiscoverJKUAT Safaricom Discuss issues of food security involving women who offers most labour in the farms NGAAFKE KTNKenya PeterMunya AnneWaiguru mamangilu Rachelshebesh EmbraceInJKUAT,6
@Kenyans @Safaricom You will not believe,1,0,0,0,6,Neutral,Kenyans Safaricom You will not believe,6
@pingache @ledamalekina @safaricom @SafaricomPLC ROAD ACCIDENT. Not deliberate.,2,0,2,0,0,Neutral,pingache ledamalekina safaricom SafaricomPLC ROAD ACCIDENT Not deliberate,6
@abdullahinurow @ledamalekina @safaricom @SafaricomPLC Nyerere's passion should be our passion too.,6,0,0,0,0,Neutral,abdullahinurow ledamalekina safaricom SafaricomPLC Nyereres passion should be our passion too,6
"@OwiraD @safaricom That error is caused by your entering the wrong ACCOUNT number, please enter it exactly as indicated in the sms, better still copy and paste it ^NW",0,0,1,0,0,Neutral,OwiraD safaricom That error is caused by your entering the wrong ACCOUNT number please enter it exactly as indicated in the sms better still copy and paste it NW,6
@Gitz__ @Safaricom,0,0,0,0,0,Neutral,Gitz Safaricom,6
@MychelleRono @safaricom wanafaa kurefund io dooh bana😥😅,0,0,1,0,0,Customer care complaint,MychelleRono safaricom wanafaa kurefund io dooh bana,0
@omwambaKE @safaricom things will never be the same,1,0,0,0,38,Neutral,omwambaKE safaricom things will never be the same,6
@gathara @Safaricom_Care @bonifacemwangi @SafaricomPLC @PeterNdegwa_ @safaricom Standard Practice in telecoms. I lost my sister in March 2020. Her number was recycled 2 weeks ago. I haven’t deleted the number yet because it feels like a betrayal.,2,0,0,0,0,Data protection and privacy concern,gathara SafaricomCare bonifacemwangi SafaricomPLC PeterNdegwa safaricom Standard Practice in telecoms I lost my sister in March 2020 Her number was recycled 2 weeks ago I havent deleted the number yet because it feels like a betrayal,1
"In Kenya according to the recent census the number is about 50 million kenyans.@safaricom gave 200 million. It will be wise to give every Kenyan 1 million and still the government will remain with 150million #UhuruSpeaks

#JamboKenya",2,2,3,0,0,Neutral,In Kenya according to the recent census the number is about 50 million kenyanssafaricom gave 200 million It will be wise to give every Kenyan 1 million and still the government will remain with 150million UhuruSpeaks JamboKenya,6
@lindahoguttu @safaricom My son is always asking for my phone to watch PJ Mask when it's on TV! I totally relate,2,0,0,0,0,Neutral,lindahoguttu safaricom My son is always asking for my phone to watch PJ Mask when it is on TV I totally relate,6
@omwambaKE @safaricom care those guys bana never recieve calls😒🚮,0,0,0,0,7,Network reliability problem,omwambaKE safaricom care those guys bana never recieve calls,5
"Update: @Safaricom PLC  (NSE: SCOM), has announced a historic milestone, surpassing 50 million customers across its mobile network in Kenya, highlighting the trust, loyalty, and partnership of Kenyans over the past two and a half decades. https://t.co/Nyga80hPh9",0,0,0,0,80,Neutral,Update Safaricom PLC NSE SCOM has announced a historic milestone surpassing 50 million customers across its mobile network in Kenya highlighting the trust loyalty and partnership of Kenyans over the past two and a half decades,6
@Gerisho60241127 @zero_mind8 @safaricom @SafaricomPLC 😂😂😂maumbwa,1,0,0,0,15,Hate Speech,Gerisho60241127 zeromind8 safaricom SafaricomPLC maumbwa,2
"@Mwanyotalewela @zukufiber @safaricom Their customer care is so poor, can't pick calls during crisis. 
We need better service providers. 

Safaricom will give you a 10mbps that buffers but still expensive. Whom do we run to.",0,0,0,0,65,Customer care complaint,Mwanyotalewela zukufiber safaricom Their customer care is so poor cannot pick calls during crisis We need better service providers Safaricom will give you a 10mbps that buffers but still expensive Whom do we run to,0
"@_bonifacemwangi Dear @Safaricom  your dairy mbs are very expensive, Kenyans we can't afford them with this economy",5,0,0,0,386,Internet or airtime bundle complaint,bonifacemwangi Dear Safaricom your dairy mbs are very expensive Kenyans we cannot afford them with this economy,3
"@safaricom The amount of security measure towards money held in the account needs to be proportional, some  accounts should be pinless 😀😀😀",0,0,0,0,27,Data protection and privacy concern,safaricom The amount of security measure towards money held in the account needs to be proportional some accounts should be pinless,1
"@BUSHRAAA2 @Mwanyotalewela @zukufiber @safaricom Me too! My Wi-Fi has been on and off all week. Today has been worse, no internet all day. Been calling them and all my calls have gone unanswered and remember it’s not free. It’s time I moved to Safaricom",0,0,0,0,380,Internet or airtime bundle complaint,BUSHRAA2 Mwanyotalewela zukufiber safaricom Me too My WiFi has been on and off all week Today has been worse no internet all day Been calling them and all my calls have gone unanswered and remember its not free Its time I moved to Safaricom,3
