Content,Likes,Retweets,Replies,Quotes,Views,Date,Labels,chars,words,sentences,Tokenized Text,Lematized Text
eaukot daktari hata wewe kuna zile siku huwa unaenda one second and your wife has never come here throwing tantrums give safaricom a chancei am on their internet and its working well especially now,1,0,0,0,181,"July 19, 2023 at 10:34 AM",Neutral,204,42,2,"['eaukot', 'daktari', 'hata', 'wewe', 'kuna', 'zile', 'siku', 'huwa', 'unaenda', 'one', 'second', 'and', 'your', 'wife', 'has', 'never', 'come', 'here', 'throwing', 'tantrums', 'give', 'safaricom', 'a', 'chancei', 'am', 'on', 'their', 'internet', 'and', 'its', 'working', 'well', 'especially', 'now']","['eaukot', 'daktari', 'hata', 'wewe', 'kuna', 'zile', 'siku', 'huwa', 'unaenda', 'one', 'second', 'and', 'your', 'wife', 'ha', 'never', 'come', 'here', 'throwing', 'tantrum', 'give', 'safaricom', 'a', 'chancei', 'am', 'on', 'their', 'internet', 'and', 'it', 'working', 'well', 'especially', 'now']"
safaricom are you aware starlink imeland mnanyonya bundles sana bana,0,0,0,0,32,"July 19, 2023 at 05:04 AM",Internet or airtime bundle complaint,70,12,2,"['safaricom', 'are', 'you', 'aware', 'starlink', 'imeland', 'mnanyonya', 'bundles', 'sana', 'bana']","['safaricom', 'are', 'you', 'aware', 'starlink', 'imeland', 'mnanyonya', 'bundle', 'sana', 'bana']"
what does it take for safaricom safaricomcare to act on reported slow speed on home fibre cant be paying for 20mbps but be getting 3mbps maandamanowednesdaytofriday,1,0,0,0,211,"July 18, 2023 at 07:21 PM",Network reliability problem,170,32,1,"['what', 'does', 'it', 'take', 'for', 'safaricom', 'safaricomcare', 'to', 'act', 'on', 'reported', 'slow', 'speed', 'on', 'home', 'fibre', 'cant', 'be', 'paying', 'for', '20mbps', 'but', 'be', 'getting', '3mbps', 'maandamanowednesdaytofriday']","['what', 'doe', 'it', 'take', 'for', 'safaricom', 'safaricomcare', 'to', 'act', 'on', 'reported', 'slow', 'speed', 'on', 'home', 'fibre', 'cant', 'be', 'paying', 'for', '20mbps', 'but', 'be', 'getting', '3mbps', 'maandamanowednesdaytofriday']"
elonmusk safaricom we are now shifting made an order,0,0,0,0,25,"July 18, 2023 at 05:56 PM",Neutral,56,12,1,"['elonmusk', 'safaricom', 'we', 'are', 'now', 'shifting', 'made', 'an', 'order']","['elonmusk', 'safaricom', 'we', 'are', 'now', 'shifting', 'made', 'an', 'order']"
3scobar starlink safaricomcare its a healthy competition ama niaje safaricom care,0,0,1,0,549,"July 18, 2023 at 02:03 PM",Neutral,88,16,1,"['3scobar', 'starlink', 'safaricomcare', 'its', 'a', 'healthy', 'competition', 'ama', 'niaje', 'safaricom', 'care']","['3scobar', 'starlink', 'safaricomcare', 'it', 'a', 'healthy', 'competition', 'ama', 'niaje', 'safaricom', 'care']"
somebody explain this to me all those zeros i dont get it thought cents were only 100shillngs worth zuri safaricom,0,0,0,0,53,"July 16, 2023 at 04:56 PM",Neutral,144,27,1,"['somebody', 'explain', 'this', 'to', 'me', 'all', 'those', 'zeros', 'i', 'dont', 'get', 'it', 'thought', 'cents', 'were', 'only', '100shillngs', 'worth', 'zuri', 'safaricom']","['somebody', 'explain', 'this', 'to', 'me', 'all', 'those', 'zero', 'i', 'dont', 'get', 'it', 'thought', 'cent', 'were', 'only', '100shillngs', 'worth', 'zuri', 'safaricom']"
safaricomplc what do you do to these people who use safaricom lines to cone people because i have a friend who was conned 1800 today using saf line,0,0,1,0,27,"July 16, 2023 at 12:23 PM",Data protection and privacy concern,149,30,1,"['safaricomplc', 'what', 'do', 'you', 'do', 'to', 'these', 'people', 'who', 'use', 'safaricom', 'lines', 'to', 'cone', 'people', 'because', 'i', 'have', 'a', 'friend', 'who', 'was', 'conned', '1800', 'today', 'using', 'saf', 'line']","['safaricomplc', 'what', 'do', 'you', 'do', 'to', 'these', 'people', 'who', 'use', 'safaricom', 'line', 'to', 'cone', 'people', 'because', 'i', 'have', 'a', 'friend', 'who', 'wa', 'conned', '1800', 'today', 'using', 'saf', 'line']"
royalpj10 telkomkenya safaricom data zetu ni nafuuasante kwa maoni yako royalpj10caro,0,0,0,0,67,"July 15, 2023 at 11:05 PM",Data protection and privacy concern,91,17,1,"['royalpj10', 'telkomkenya', 'safaricom', 'data', 'zetu', 'ni', 'nafuuasante', 'kwa', 'maoni', 'yako', 'royalpj10caro']","['royalpj10', 'telkomkenya', 'safaricom', 'data', 'zetu', 'ni', 'nafuuasante', 'kwa', 'maoni', 'yako', 'royalpj10caro']"
telkomkenya no network for months now why cant you just accept its over airtelke nyinyi nanyi muache kuwa na deals ovyo mnaboo hata heri safaricom,0,1,1,0,70,"July 15, 2023 at 10:36 PM",Neutral,156,33,4,"['telkomkenya', 'no', 'network', 'for', 'months', 'now', 'why', 'cant', 'you', 'just', 'accept', 'its', 'over', 'airtelke', 'nyinyi', 'nanyi', 'muache', 'kuwa', 'na', 'deals', 'ovyo', 'mnaboo', 'hata', 'heri', 'safaricom']","['telkomkenya', 'no', 'network', 'for', 'month', 'now', 'why', 'cant', 'you', 'just', 'accept', 'it', 'over', 'airtelke', 'nyinyi', 'nanyi', 'muache', 'kuwa', 'na', 'deal', 'ovyo', 'mnaboo', 'hata', 'heri', 'safaricom']"
ama safaricom ndio walitengeneza iyo meme ya 83660 juu weeh nakatwa 2 bob ya skiza tune na siwezi itoa smh,2,2,0,0,57,"July 15, 2023 at 07:29 AM",Internet or airtime bundle complaint,111,25,1,"['ama', 'safaricom', 'ndio', 'walitengeneza', 'iyo', 'meme', 'ya', '83660', 'juu', 'weeh', 'nakatwa', '2', 'bob', 'ya', 'skiza', 'tune', 'na', 'siwezi', 'itoa', 'smh']","['ama', 'safaricom', 'ndio', 'walitengeneza', 'iyo', 'meme', 'ya', '83660', 'juu', 'weeh', 'nakatwa', '2', 'bob', 'ya', 'skiza', 'tune', 'na', 'siwezi', 'itoa', 'smh']"
wacheni kunyanganya watu mobile data safaricom alafu when you call customer care they tell you to call the other line,0,0,0,0,67,"July 14, 2023 at 08:06 PM",Internet or airtime bundle complaint,120,22,1,"['wacheni', 'kunyanganya', 'watu', 'mobile', 'data', 'safaricom', 'alafu', 'when', 'you', 'call', 'customer', 'care', 'they', 'tell', 'you', 'to', 'call', 'the', 'other', 'line']","['wacheni', 'kunyanganya', 'watu', 'mobile', 'data', 'safaricom', 'alafu', 'when', 'you', 'call', 'customer', 'care', 'they', 'tell', 'you', 'to', 'call', 'the', 'other', 'line']"
biancanaom1 blame it on high taxes impose on safaricom,0,0,0,0,17,"July 13, 2023 at 05:46 AM",Neutral,56,11,1,"['biancanaom1', 'blame', 'it', 'on', 'high', 'taxes', 'impose', 'on', 'safaricom']","['biancanaom1', 'blame', 'it', 'on', 'high', 'tax', 'impose', 'on', 'safaricom']"
spartanbozz12 skrill safaricom safaricomcare safaricomplc dm nikusaidie brw,0,0,0,0,25,"July 12, 2023 at 09:39 PM",Neutral,81,13,1,"['spartanbozz12', 'skrill', 'safaricom', 'safaricomcare', 'safaricomplc', 'dm', 'nikusaidie', 'brw']","['spartanbozz12', 'skrill', 'safaricom', 'safaricomcare', 'safaricomplc', 'dm', 'nikusaidie', 'brw']"
afrialawtech safaricom africalawtech altf2023 digitaltrade,12,3,0,0,946,"July 12, 2023 at 06:14 PM",Neutral,87,13,1,"['afrialawtech', 'safaricom', 'africalawtech', 'altf2023', 'digitaltrade']","['afrialawtech', 'safaricom', 'africalawtech', 'altf2023', 'digitaltrade']"
kcbgroup kindly reply to my dms someone with a kcb mpesa went missing after i had sent the amount to this paybill safaricom asked me to inquire from you,0,0,0,0,82,"July 12, 2023 at 05:04 PM",MPESA complaint,181,36,3,"['kcbgroup', 'kindly', 'reply', 'to', 'my', 'dms', 'someone', 'with', 'a', 'kcb', 'mpesa', 'went', 'missing', 'after', 'i', 'had', 'sent', 'the', 'amount', 'to', 'this', 'paybill', 'safaricom', 'asked', 'me', 'to', 'inquire', 'from', 'you']","['kcbgroup', 'kindly', 'reply', 'to', 'my', 'dm', 'someone', 'with', 'a', 'kcb', 'mpesa', 'went', 'missing', 'after', 'i', 'had', 'sent', 'the', 'amount', 'to', 'this', 'paybill', 'safaricom', 'asked', 'me', 'to', 'inquire', 'from', 'you']"
picturesfoider safaricom,0,0,0,0,19,"July 12, 2023 at 05:03 PM",Neutral,26,4,1,"['picturesfoider', 'safaricom']","['picturesfoider', 'safaricom']"
safaricomplc safaricom has set aside kes 100 m for the fifth phase of ndotozetuuwezowetu initiative with the submission open from 12th july through to 11th august 2023 register via to submit your details uwezowetundotozetu,0,1,0,0,647,"July 12, 2023 at 03:51 PM",Neutral,279,45,2,"['safaricomplc', 'safaricom', 'has', 'set', 'aside', 'kes', '100', 'm', 'for', 'the', 'fifth', 'phase', 'of', 'ndotozetuuwezowetu', 'initiative', 'with', 'the', 'submission', 'open', 'from', '12th', 'july', 'through', 'to', '11th', 'august', '2023', 'register', 'via', 'to', 'submit', 'your', 'details', 'uwezowetundotozetu']","['safaricomplc', 'safaricom', 'ha', 'set', 'aside', 'kes', '100', 'm', 'for', 'the', 'fifth', 'phase', 'of', 'ndotozetuuwezowetu', 'initiative', 'with', 'the', 'submission', 'open', 'from', '12th', 'july', 'through', 'to', '11th', 'august', '2023', 'register', 'via', 'to', 'submit', 'your', 'detail', 'uwezowetundotozetu']"
skrill skrill please safaricom safaricomcare skrill to mpesa mobile wallet transactions arent workingwhen will safaricomplc solve it please,1,0,6,0,296,"July 11, 2023 at 09:34 PM",MPESA complaint,149,26,1,"['skrill', 'skrill', 'please', 'safaricom', 'safaricomcare', 'skrill', 'to', 'mpesa', 'mobile', 'wallet', 'transactions', 'arent', 'workingwhen', 'will', 'safaricomplc', 'solve', 'it', 'please']","['skrill', 'skrill', 'please', 'safaricom', 'safaricomcare', 'skrill', 'to', 'mpesa', 'mobile', 'wallet', 'transaction', 'arent', 'workingwhen', 'will', 'safaricomplc', 'solve', 'it', 'please']"
safaricomplc my router is blinking red please i need assistance asap im working from home account no 11264074 safaricomcare safaricom,0,0,1,0,330,"July 11, 2023 at 07:09 PM",Network reliability problem,142,28,4,"['safaricomplc', 'my', 'router', 'is', 'blinking', 'red', 'please', 'i', 'need', 'assistance', 'asap', 'im', 'working', 'from', 'home', 'account', 'no', '11264074', 'safaricomcare', 'safaricom']","['safaricomplc', 'my', 'router', 'is', 'blinking', 'red', 'please', 'i', 'need', 'assistance', 'asap', 'im', 'working', 'from', 'home', 'account', 'no', '11264074', 'safaricomcare', 'safaricom']"
wambuigits safaricom apparently you cant talk to any of their customer care agent like before all their line are automated what kind of frustration is this damn it,0,0,0,0,39,"July 11, 2023 at 05:56 PM",Customer care complaint,169,34,3,"['wambuigits', 'safaricom', 'apparently', 'you', 'cant', 'talk', 'to', 'any', 'of', 'their', 'customer', 'care', 'agent', 'like', 'before', 'all', 'their', 'line', 'are', 'automated', 'what', 'kind', 'of', 'frustration', 'is', 'this', 'damn', 'it']","['wambuigits', 'safaricom', 'apparently', 'you', 'cant', 'talk', 'to', 'any', 'of', 'their', 'customer', 'care', 'agent', 'like', 'before', 'all', 'their', 'line', 'are', 'automated', 'what', 'kind', 'of', 'frustration', 'is', 'this', 'damn', 'it']"
safaricom whats happening your fibre is down as you notified me but at the same time im not able to use my mobile data i feel inconvenienced,1,0,1,0,102,"July 11, 2023 at 05:46 PM",Network reliability problem,149,32,2,"['safaricom', 'whats', 'happening', 'your', 'fibre', 'is', 'down', 'as', 'you', 'notified', 'me', 'but', 'at', 'the', 'same', 'time', 'im', 'not', 'able', 'to', 'use', 'my', 'mobile', 'data', 'i', 'feel', 'inconvenienced']","['safaricom', 'whats', 'happening', 'your', 'fibre', 'is', 'down', 'a', 'you', 'notified', 'me', 'but', 'at', 'the', 'same', 'time', 'im', 'not', 'able', 'to', 'use', 'my', 'mobile', 'data', 'i', 'feel', 'inconvenienced']"
warm regards to safaricom this lovely sunny day for making me register my line a second time,0,1,0,0,942,"July 11, 2023 at 09:37 AM",Neutral,118,22,2,"['warm', 'regards', 'to', 'safaricom', 'this', 'lovely', 'sunny', 'day', 'for', 'making', 'me', 'register', 'my', 'line', 'a', 'second', 'time']","['warm', 'regard', 'to', 'safaricom', 'this', 'lovely', 'sunny', 'day', 'for', 'making', 'me', 'register', 'my', 'line', 'a', 'second', 'time']"
what is happening with safaricom just made payment to proto energy no message yet momy has been deducted from my account i cant leave tye gas station until i make another payment yet i have nothing left on me safaricom,1,0,2,0,69,"July 11, 2023 at 07:30 AM",MPESA complaint,226,47,5,"['what', 'is', 'happening', 'with', 'safaricom', 'just', 'made', 'payment', 'to', 'proto', 'energy', 'no', 'message', 'yet', 'momy', 'has', 'been', 'deducted', 'from', 'my', 'account', 'i', 'cant', 'leave', 'tye', 'gas', 'station', 'until', 'i', 'make', 'another', 'payment', 'yet', 'i', 'have', 'nothing', 'left', 'on', 'me', 'safaricom']","['what', 'is', 'happening', 'with', 'safaricom', 'just', 'made', 'payment', 'to', 'proto', 'energy', 'no', 'message', 'yet', 'momy', 'ha', 'been', 'deducted', 'from', 'my', 'account', 'i', 'cant', 'leave', 'tye', 'gas', 'station', 'until', 'i', 'make', 'another', 'payment', 'yet', 'i', 'have', 'nothing', 'left', 'on', 'me', 'safaricom']"
i sent erroneously 3500through mpesa to airtelke line of my client for services he provided me kwa mjengo unfortunately it went as airtime we have been taken left and right by airtel and safaricom for days without success airtel even asked him yo top up his airtimeheelp,0,1,1,0,91,"July 10, 2023 at 10:15 AM",MPESA complaint,280,53,4,"['i', 'sent', 'erroneously', '3500through', 'mpesa', 'to', 'airtelke', 'line', 'of', 'my', 'client', 'for', 'services', 'he', 'provided', 'me', 'kwa', 'mjengo', 'unfortunately', 'it', 'went', 'as', 'airtime', 'we', 'have', 'been', 'taken', 'left', 'and', 'right', 'by', 'airtel', 'and', 'safaricom', 'for', 'days', 'without', 'success', 'airtel', 'even', 'asked', 'him', 'yo', 'top', 'up', 'his', 'airtimeheelp']","['i', 'sent', 'erroneously', '3500through', 'mpesa', 'to', 'airtelke', 'line', 'of', 'my', 'client', 'for', 'service', 'he', 'provided', 'me', 'kwa', 'mjengo', 'unfortunately', 'it', 'went', 'a', 'airtime', 'we', 'have', 'been', 'taken', 'left', 'and', 'right', 'by', 'airtel', 'and', 'safaricom', 'for', 'day', 'without', 'success', 'airtel', 'even', 'asked', 'him', 'yo', 'top', 'up', 'his', 'airtimeheelp']"
good morning javahouseafrica how many gb for a full english breakfast cc safaricom,0,0,0,0,103,"July 8, 2023 at 07:30 AM",Neutral,86,16,2,"['good', 'morning', 'javahouseafrica', 'how', 'many', 'gb', 'for', 'a', 'full', 'english', 'breakfast', 'cc', 'safaricom']","['good', 'morning', 'javahouseafrica', 'how', 'many', 'gb', 'for', 'a', 'full', 'english', 'breakfast', 'cc', 'safaricom']"
kenya local stock index 15 nonrez sell ksh 15 billion 20 hi june lt2 million net buy turnaround blue chip safaricom 15 price 2015 level h2 real estate invest trust rollout cenbank fx backlog clear tanzania intl purchase 60 turnover 13 6 mos emergingmarkets,0,0,0,0,68,"July 7, 2023 at 04:18 PM",Neutral,281,65,5,"['kenya', 'local', 'stock', 'index', '15', 'nonrez', 'sell', 'ksh', '15', 'billion', '20', 'hi', 'june', 'lt2', 'million', 'net', 'buy', 'turnaround', 'blue', 'chip', 'safaricom', '15', 'price', '2015', 'level', 'h2', 'real', 'estate', 'invest', 'trust', 'rollout', 'cenbank', 'fx', 'backlog', 'clear', 'tanzania', 'intl', 'purchase', '60', 'turnover', '13', '6', 'mos', 'emergingmarkets']","['kenya', 'local', 'stock', 'index', '15', 'nonrez', 'sell', 'ksh', '15', 'billion', '20', 'hi', 'june', 'lt2', 'million', 'net', 'buy', 'turnaround', 'blue', 'chip', 'safaricom', '15', 'price', '2015', 'level', 'h2', 'real', 'estate', 'invest', 'trust', 'rollout', 'cenbank', 'fx', 'backlog', 'clear', 'tanzania', 'intl', 'purchase', '60', 'turnover', '13', '6', 'mo', 'emergingmarkets']"
yesterday safaricom celebrated the second anniversary of the mpesa super app and announced a partnership with eablplc and vivoenergykenya to launch the bar and shell loyalty respectively on the mpesa super app as active customers more than doubled to 3 million,30,14,3,0,11836,"July 7, 2023 at 12:19 PM",Neutral,290,47,1,"['yesterday', 'safaricom', 'celebrated', 'the', 'second', 'anniversary', 'of', 'the', 'mpesa', 'super', 'app', 'and', 'announced', 'a', 'partnership', 'with', 'eablplc', 'and', 'vivoenergykenya', 'to', 'launch', 'the', 'bar', 'and', 'shell', 'loyalty', 'respectively', 'on', 'the', 'mpesa', 'super', 'app', 'as', 'active', 'customers', 'more', 'than', 'doubled', 'to', '3', 'million']","['yesterday', 'safaricom', 'celebrated', 'the', 'second', 'anniversary', 'of', 'the', 'mpesa', 'super', 'app', 'and', 'announced', 'a', 'partnership', 'with', 'eablplc', 'and', 'vivoenergykenya', 'to', 'launch', 'the', 'bar', 'and', 'shell', 'loyalty', 'respectively', 'on', 'the', 'mpesa', 'super', 'app', 'a', 'active', 'customer', 'more', 'than', 'doubled', 'to', '3', 'million']"
safaricomcare today your agents hawashiki simu whats app safaricom,0,0,0,0,17,"July 6, 2023 at 02:38 PM",Customer care complaint,72,13,1,"['safaricomcare', 'today', 'your', 'agents', 'hawashiki', 'simu', 'whats', 'app', 'safaricom']","['safaricomcare', 'today', 'your', 'agent', 'hawashiki', 'simu', 'whats', 'app', 'safaricom']"
safaricom,0,0,0,0,16,"July 3, 2023 at 08:49 PM",Neutral,10,2,1,['safaricom'],['safaricom']
if youre safaricom user entertain your callers sms the word skiza followed by 7302969 to 811 iamlavalava tajiri,135,2,1,0,2786,"July 3, 2023 at 07:58 PM",Neutral,141,26,1,"['if', 'youre', 'safaricom', 'user', 'entertain', 'your', 'callers', 'sms', 'the', 'word', 'skiza', 'followed', 'by', '7302969', 'to', '811', 'iamlavalava', 'tajiri']","['if', 'youre', 'safaricom', 'user', 'entertain', 'your', 'caller', 'sm', 'the', 'word', 'skiza', 'followed', 'by', '7302969', 'to', '811', 'iamlavalava', 'tajiri']"
safaricom hakuna coverage asembo na nikona shakee bwakula ajab si mukuje mueke tower ya network huku muni lipange eeh,0,0,1,0,11,"July 3, 2023 at 10:43 AM",Network reliability problem,118,20,1,"['safaricom', 'hakuna', 'coverage', 'asembo', 'na', 'nikona', 'shakee', 'bwakula', 'ajab', 'si', 'mukuje', 'mueke', 'tower', 'ya', 'network', 'huku', 'muni', 'lipange', 'eeh']","['safaricom', 'hakuna', 'coverage', 'asembo', 'na', 'nikona', 'shakee', 'bwakula', 'ajab', 'si', 'mukuje', 'mueke', 'tower', 'ya', 'network', 'huku', 'muni', 'lipange', 'eeh']"
waruijohn2 safaricomcare hi safaricom care i have been transacting money and every dau but mliamua tu nisipite 400 you guys should be fair,0,0,0,0,39,"July 3, 2023 at 08:26 AM",MPESA complaint,146,29,3,"['waruijohn2', 'safaricomcare', 'hi', 'safaricom', 'care', 'i', 'have', 'been', 'transacting', 'money', 'and', 'every', 'dau', 'but', 'mliamua', 'tu', 'nisipite', '400', 'you', 'guys', 'should', 'be', 'fair']","['waruijohn2', 'safaricomcare', 'hi', 'safaricom', 'care', 'i', 'have', 'been', 'transacting', 'money', 'and', 'every', 'dau', 'but', 'mliamua', 'tu', 'nisipite', '400', 'you', 'guy', 'should', 'be', 'fair']"
waruijohn2 safaricomcare hello safaricom mnaeza rudisha fuliza yangu ju ilirudi 0 since december na uwa natumia mpesa most times,0,0,0,0,31,"July 3, 2023 at 07:59 AM",MPESA complaint,132,22,1,"['waruijohn2', 'safaricomcare', 'hello', 'safaricom', 'mnaeza', 'rudisha', 'fuliza', 'yangu', 'ju', 'ilirudi', '0', 'since', 'december', 'na', 'uwa', 'natumia', 'mpesa', 'most', 'times']","['waruijohn2', 'safaricomcare', 'hello', 'safaricom', 'mnaeza', 'rudisha', 'fuliza', 'yangu', 'ju', 'ilirudi', '0', 'since', 'december', 'na', 'uwa', 'natumia', 'mpesa', 'most', 'time']"
