Content,Cleaned_Text
"Listen to Benson Mutimba a Kenyan parent that has visited @safaricom @DCI_Kenya  his MP office, IG office since 2019 to inform them of Paul Mackenzie cult as he tried to rescue his sons.
He was ignored.😠😓

https://t.co/aoA7A3MlVA",Listen to Benson Mutimba a Kenyan parent that has visited his MP office IG office since to inform them of Paul Mackenzie cult as he tried to rescue his sons He was ignored
"@AragawGebrekid2 @safaricom Selam @AragawGebrekid2, the codes are drawn randomly. We kindly advise you to top up, purchase a package, use WhatsApp, and utilize our network as often as possible to increase your chances of winning cars, Bajaj's, motorbikes, and more prizes. ^HY",Selam the codes are drawn randomly We kindly advise you to top up purchase a package use WhatsApp and utilize our network as often as possible to increase your chances of winning cars Bajajs motorbikes and more prizes HY
@AndyMaina_ @Safaricom needs to block the people or groups sending this sms; i got it on my phone today,needs to block the people or groups sending this sms i got it on my phone today
"@rigathi You could have done that using a @safaricom tunukiwa minutes, Alafu bundles za @airtel uwatch ngoma za sauti sol na natgeo uone parks za botswana. 40m saved.",You could have done that using a tunukiwa minutes Alafu bundles za uwatch ngoma za sauti sol na natgeo uone parks za botswana m saved
@safaricom why are you getting rich with my bundles??... I bought bundles with you then immediately your network went down for me.... Last night,why are you getting rich with my bundles? I bought bundles with you then immediately your network went down for me Last night
"@safaricom is playing games with my line, after buying bundles to expire after 1hr ...the network went to no service.
You will repay or I quit using saf",is playing games with my line after buying bundles to expire after hr the network went to no service You will repay or I quit using saf
"Africa leading telco @Safaricom rolls out myCounty app, @OfficialMakueni County first to embrace the platform. Read more @ https://t.co/DATdqBjTY2
#myCountyapp
#Safaricom
#MakueniCounty",Africa leading telco rolls out myCounty app County first to embrace the platform Read more myCountyapp Safaricom MakueniCounty
@safaricom chapa Dimba season 4  to be officially launcher on Saturday #offside @GhettoRadio895 #Brekko https://t.co/mqQ9YR5eDJ,chapa Dimba season to be officially launcher on Saturday offside Brekko
@safaricom home fiber is slowly turning into Zuku. So unreliable,home fiber is slowly turning into Zuku So unreliable
@SafaricomPLC @safaricom what's wrong with your app?,what is wrong with your app?
@safaricomplcoo1 @safaricom 🤣🤣🤣🤣🤣,
@Safaricom please assist with a failed transaction,please assist with a failed transaction
"@safaricom, 2 months of poor network in Lodwar Turkana!? What is happening? It has never been like this for 5 years!",months of poor network in Lodwar Turkana!? What is happening? It has never been like this for years!
"The way safaricom is behaving is wanting, how do you lock a customer mpesa and till numbers for over four weeks and when you visit their kiosks ""service desk"" they tell u wait 24hrs, only for them to not comply.
take note @SafaricomPLC , hio kampuni sio ya mama ya mtu.
@Safaricom",The way safaricom is behaving is wanting how do you lock a customer mpesa and till numbers for over four weeks and when you visit their kiosks service desk they tell u wait hrs only for them to not comply take note hio kampuni sio ya mama ya mtu
"@omwambaKE @safaricom they rude nowadays to customer, ""you have been blacklisted"" this statement is not good to customers at all.",they rude nowadays to customer you have been blacklisted this statement is not good to customers at all
"@omwambaKE @safaricom wanakula bundles sana
And the safaricom app doesn't allow you to send minutes or bundles to others",wanakula bundles sana And the safaricom app does not allow you to send minutes or bundles to others
@omwambaKE @safaricom mnafikosha @homefaiba mashinani lini Bana?,mnafikosha mashinani lini Bana?
@MoseTallman @omwambaKE @safaricom @Safaricom_Care  detractors here. Engage,detractors here Engage
@MoseTallman @omwambaKE @safaricom Safaricom really?,Safaricom really?
@omwambaKE @safaricom,
@safaricom  will you offer me an attachment  IT course,will you offer me an attachment IT course
"Imagine what 360 boreholes can do to our communities.
Thanks @safaricom for always giving back to our communities.  https://t.co/dVB8i6xLMh",Imagine what boreholes can do to our communities Thanks for always giving back to our communities
When you continue using 'docker-composer up' you'll realize @Safaricom  silver internet is a joke.,When you continue using wouldockercomposer up you will realize silver internet is a joke
@ComputersJoo @MuthoniStevens @EliudKipchoge @safaricom @ncba Can I be your Brand Ambassador?,Can I be your Brand Ambassador?
@SafaricomPLC Aki @Safaricom  nyinyi Hata ka free 1gb ni Ngumu kwenu  this #ramadhaan . Si #tuinuane jamani,Aki nyinyi Hata ka free gb ni Ngumu kwenu this ramadhaan Si tuinuane jamani
"#TUINUANE KAMA WAKENYA @SAFARICOM 
Take part in Making Kenya a great nation by Tuinuane na safaricom https://t.co/ad73O9PhpK",TUINUANE KAMA WAKENYA Take part in Making Kenya a great nation by Tuinuane na safaricom
"Can you sing?  🦿☺️ Well... not in the bathroom 🤣 Anyway, just get your vocals in order with this great opportunity from @safaricom 
#Tuinuane  https://t.co/oelaXjvYAe",Can you sing? Well not in the bathroom Anyway just get your vocals in order with this great opportunity from Tuinuane
".@Safaricom's brand value has increased to KSh 87 billion.

The banking sector accounted for seven of the most valuable brands with a combined value of KSh 161.6 billion.

#tukonews #business 

https://t.co/rNG96vhWE9",s brand value has increased to KSh billion The banking sector accounted for seven of the most valuable brands with a combined value of KSh billion tukonews business
"@Kedirashian1 @safaricom Dear customer, can we have your service number, please DM? Thank you!",Dear customer can we have your service number please DM? Thank you!
"@_S_afaricomplcc @safaricom Kwani imekuwa matusi tena,na kama unataka vita pia useme",Kwani imekuwa matusi tenana kama unataka vita pia useme
"Bana @safaricom nyinyi ni wezi shiet,nimenunua unga 5k asubuhi sai imeisha",Bana nyinyi ni wezi shietnimenunua unga k asubuhi sai imeisha
@safaricom A lady has just called me from this number claiming to be safaricom care centre 0208040032,A lady has just called me from this number claiming to be safaricom care centre
"Hi Anthony! Happy  Birthday! As you turn a year older, Safaricom celebrates you with a special call rate of just 1bob  per  min  +  1GB FREE for Valid until midnight. Thank you @Safaricom  @Safaricom_care. Very thoughtful of you.",Hi Anthony! Happy Birthday! As you turn a year older Safaricom celebrates you with a special call rate of just bob per min GB FREE for Valid until midnight Thank you Very thoughtful of you
"@eyobderrick Thanks to @safaricom Ethiopia,mine is 59Mbps",Thanks to Ethiopiamine is Mbps
@safaricom and @kcb,and
"@iamjuddah Mimi nimecharge simu lunch time na sahii iko below 5%, @safaricom inatucheza.",Mimi nimecharge simu lunch time na sahii iko below inatucheza
@ringtoneapoko @Stanbic @safaricom @mpesa Am a degree holder animal health (nataka kazi ya kuchunga ng'ombe na dogs),Am a degree holder animal health nataka kazi ya kuchunga ngombe na dogs
"FRAUD ' AM JUST LOST MONEY FROM MPESA @stanbic @safaricom @mpesa
RD81OLJOJT  confirmed. Reversal of transaction RAU2HP2314 has been successfully reversed  on 8/4/23  at 1:06 PM and Ksh100,000.00 is debited from your M-PESA account. New M-PESA account balance 
#mpesa #safaricom",FRAUD AM JUST LOST MONEY FROM MPESA RDOLJOJT confirmed Reversal of transaction RAUHP has been successfully reversed on at PM and Ksh is debited from your MPESA account New MPESA account balance mpesa safaricom
"@Onorpik @Safaricom_Care Siku hizi ukiweka airtime you buy minutes, first trial it won't go through. Wewe na kiherehere yako unaenda kupiga calls,kumbe ata minutes hukubuy. @safaricom that's unfair 😡",Siku hizi ukiweka airtime you buy minutes first trial it will not go through Wewe na kiherehere yako unaenda kupiga callskumbe ata minutes hukubuy that is unfair
"@Safaricom_Care Hello @safaricom, my issue from Wednesday mmekataa kusaidia🥲",Hello my issue from Wednesday mmekataa kusaidia
@SafaricomPLC @safaricom do you know this number 0202017003 ?,do you know this number ?
"@SafaricomPLC @safaricom what is the purpose of having reversal function in Mpesa if it doesn't help at all? You've really failed as a company many are stealing thru you. Today one send 50,000 to wrong number and immediately tried reversal but it failed why 😭😭😭😭😭",what is the purpose of having reversal function in Mpesa if it does not help at all? You have really failed as a company many are stealing thru you Today one send to wrong number and immediately tried reversal but it failed why
@Mainadavid443 @safaricom 💀,
"Safaricom says their YouTube bundle only applies on mobile native devices, not on tethered devices we use. As such, regular data depletes while the YouTube bundle remains unused. Maybe @Safaricom's ""All in One"" bundle terms shld be better disclosed to buyers. @CA_Kenya @CAK_Kenya",Safaricom says their YouTube bundle only applies on mobile native devices not on tethered devices we use As such regular data depletes while the YouTube bundle remains unused Maybe s All in One bundle terms shld be better disclosed to buyers
